datetime,arduino_millis,voltage
2026-06-23T13:23:16.087611,577214,41
2026-06-23T13:23:16.087664,577215,41
2026-06-23T13:23:16.087717,577216,41
2026-06-23T13:23:16.087803,577217,41
2026-06-23T13:23:16.087882,577218,41
2026-06-23T13:23:16.087941,577219,41
2026-06-23T13:23:16.087996,577220,42
2026-06-23T13:23:16.088048,577221,43
2026-06-23T13:23:16.088100,577222,42
2026-06-23T13:23:16.097904,577223,42
2026-06-23T13:23:16.097980,577224,42
2026-06-23T13:23:16.098041,577224,41
2026-06-23T13:23:16.098103,577225,41
2026-06-23T13:23:16.098162,577226,41
2026-06-23T13:23:16.098223,577227,41
2026-06-23T13:23:16.098282,577228,40
2026-06-23T13:23:16.098341,577229,40
2026-06-23T13:23:16.098423,577230,40
2026-06-23T13:23:16.098482,577231,40
2026-06-23T13:23:16.098540,577232,40
2026-06-23T13:23:16.108379,577233,40
2026-06-23T13:23:16.108460,577234,40
2026-06-23T13:23:16.108521,577235,40
2026-06-23T13:23:16.108581,577236,40
2026-06-23T13:23:16.108640,577237,40
2026-06-23T13:23:16.108698,577238,41
2026-06-23T13:23:16.108757,577239,40
2026-06-23T13:23:16.108815,577240,41
2026-06-23T13:23:16.108873,577241,40
2026-06-23T13:23:16.108931,577242,40
2026-06-23T13:23:16.118796,577243,39
2026-06-23T13:23:16.118885,577244,39
2026-06-23T13:23:16.118967,577245,39
2026-06-23T13:23:16.119034,577245,39
2026-06-23T13:23:16.119095,577246,40
2026-06-23T13:23:16.119154,577247,40
2026-06-23T13:23:16.119212,577248,40
2026-06-23T13:23:16.119271,577249,40
2026-06-23T13:23:16.119329,577250,40
2026-06-23T13:23:16.119387,577251,40
2026-06-23T13:23:16.119445,577252,40
2026-06-23T13:23:16.129184,577253,40
2026-06-23T13:23:16.129254,577254,40
2026-06-23T13:23:16.129314,577255,39
2026-06-23T13:23:16.129375,577256,39
2026-06-23T13:23:16.129434,577257,40
2026-06-23T13:23:16.129492,577258,40
2026-06-23T13:23:16.129551,577259,40
2026-06-23T13:23:16.129611,577260,40
2026-06-23T13:23:16.129670,577261,40
2026-06-23T13:23:16.129728,577262,40
2026-06-23T13:23:16.129786,577263,39
2026-06-23T13:23:16.139643,577264,39
2026-06-23T13:23:16.139727,577265,40
2026-06-23T13:23:16.139786,577266,40
2026-06-23T13:23:16.139845,577266,39
2026-06-23T13:23:16.139904,577267,39
2026-06-23T13:23:16.139963,577268,39
2026-06-23T13:23:16.140021,577269,39
2026-06-23T13:23:16.140079,577270,39
2026-06-23T13:23:16.140137,577271,40
2026-06-23T13:23:16.140197,577272,39
2026-06-23T13:23:16.140256,577273,39
2026-06-23T13:23:16.150103,577274,39
2026-06-23T13:23:16.150227,577275,38
2026-06-23T13:23:16.150314,577276,38
2026-06-23T13:23:16.150377,577277,39
2026-06-23T13:23:16.150437,577278,39
2026-06-23T13:23:16.150497,577279,39
2026-06-23T13:23:16.150559,577280,39
2026-06-23T13:23:16.150618,577281,39
2026-06-23T13:23:16.150676,577282,40
2026-06-23T13:23:16.150734,577283,39
2026-06-23T13:23:16.150795,577284,39
2026-06-23T13:23:16.160501,577285,39
2026-06-23T13:23:16.160594,577286,38
2026-06-23T13:23:16.160679,577287,38
2026-06-23T13:23:16.160744,577288,38
2026-06-23T13:23:16.160805,577288,40
2026-06-23T13:23:16.160867,577289,37
2026-06-23T13:23:16.160927,577290,38
2026-06-23T13:23:16.160986,577291,37
2026-06-23T13:23:16.161045,577292,38
2026-06-23T13:23:16.161104,577293,37
2026-06-23T13:23:16.161163,577294,37
2026-06-23T13:23:16.170991,577295,37
2026-06-23T13:23:16.171086,577296,37
2026-06-23T13:23:16.171147,577297,37
2026-06-23T13:23:16.171206,577298,37
2026-06-23T13:23:16.171265,577299,37
2026-06-23T13:23:16.171323,577300,37
2026-06-23T13:23:16.171382,577301,37
2026-06-23T13:23:16.171440,577302,37
2026-06-23T13:23:16.171498,577303,37
2026-06-23T13:23:16.171556,577304,37
2026-06-23T13:23:16.171614,577305,37
2026-06-23T13:23:16.181364,577306,37
2026-06-23T13:23:16.181435,577307,37
2026-06-23T13:23:16.181494,577308,37
2026-06-23T13:23:16.181553,577309,37
2026-06-23T13:23:16.181611,577309,38
2026-06-23T13:23:16.181669,577310,38
2026-06-23T13:23:16.181727,577311,38
2026-06-23T13:23:16.181785,577312,38
2026-06-23T13:23:16.181843,577313,38
2026-06-23T13:23:16.181901,577314,37
2026-06-23T13:23:16.181958,577315,38
2026-06-23T13:23:16.191821,577316,38
2026-06-23T13:23:16.191939,577317,37
2026-06-23T13:23:16.192018,577318,38
2026-06-23T13:23:16.192093,577319,37
2026-06-23T13:23:16.192166,577320,38
2026-06-23T13:23:16.192239,577321,37
2026-06-23T13:23:16.192310,577322,37
2026-06-23T13:23:16.192383,577323,37
2026-06-23T13:23:16.192454,577324,37
2026-06-23T13:23:16.192525,577325,37
2026-06-23T13:23:16.192599,577326,37
2026-06-23T13:23:16.202245,577327,37
2026-06-23T13:23:16.202347,577328,37
2026-06-23T13:23:16.202423,577329,37
2026-06-23T13:23:16.202485,577330,37
2026-06-23T13:23:16.202546,577331,37
2026-06-23T13:23:16.202609,577331,37
2026-06-23T13:23:16.202668,577332,37
2026-06-23T13:23:16.202752,577333,37
2026-06-23T13:23:16.202811,577334,37
2026-06-23T13:23:16.202870,577335,37
2026-06-23T13:23:16.202929,577336,38
2026-06-23T13:23:16.212751,577337,37
2026-06-23T13:23:16.212838,577338,37
2026-06-23T13:23:16.212937,577339,37
2026-06-23T13:23:16.213004,577340,37
2026-06-23T13:23:16.213066,577341,37
2026-06-23T13:23:16.213126,577342,37
2026-06-23T13:23:16.213184,577343,37
2026-06-23T13:23:16.213243,577344,37
2026-06-23T13:23:16.213301,577345,37
2026-06-23T13:23:16.213360,577346,37
2026-06-23T13:23:16.213418,577347,37
2026-06-23T13:23:16.223206,577348,37
2026-06-23T13:23:16.223290,577349,37
2026-06-23T13:23:16.223351,577350,37
2026-06-23T13:23:16.223412,577351,37
2026-06-23T13:23:16.223474,577352,37
2026-06-23T13:23:16.223533,577352,37
2026-06-23T13:23:16.223594,577353,42
2026-06-23T13:23:16.223656,577354,37
2026-06-23T13:23:16.223723,577355,37
2026-06-23T13:23:16.223784,577356,37
2026-06-23T13:23:16.233571,577357,37
2026-06-23T13:23:16.233686,577358,36
2026-06-23T13:23:16.233755,577359,37
2026-06-23T13:23:16.233815,577360,37
2026-06-23T13:23:16.233875,577361,36
2026-06-23T13:23:16.233935,577362,36
2026-06-23T13:23:16.233993,577363,36
2026-06-23T13:23:16.234051,577364,36
2026-06-23T13:23:16.234112,577365,36
2026-06-23T13:23:16.234209,577366,36
2026-06-23T13:23:16.234275,577367,36
2026-06-23T13:23:16.244054,577368,36
2026-06-23T13:23:16.244159,577369,36
2026-06-23T13:23:16.244251,577370,37
2026-06-23T13:23:16.244332,577371,37
2026-06-23T13:23:16.244409,577372,37
2026-06-23T13:23:16.244488,577373,37
2026-06-23T13:23:16.244565,577373,37
2026-06-23T13:23:16.244639,577374,36
2026-06-23T13:23:16.244715,577375,36
2026-06-23T13:23:16.244790,577376,37
